review,rating
Setelah di-update kok jadi lemot,1
Kadang ngebug,4
Aaya sarankan tokopedia membuka ekspedisi tersendiri seperti shopee karna SDM ekspedisi lokal sangat menyedihkan .,1
"Kenapa ya untuk melihat video dari pembeli lain sangat susah, Hanya bisa dilihat sekali saja, sedangkan yang lain nya tidak bisa, Maap nih bintang 1nya, Biar dibales aja, Nanti kalo udah dibales baru bintang 5 lagi.",1
Amat sangat membantu.....,5
"Tokopedia tidak memperhatikan konsumen, barang rusak, seller tidak diberikan sanksi",1
sejauh ini tdk ada masalah Dalam penggunaan tokopedia,5
"ini gimana sih, pas di check out promonya ga bisa katanya promo ga berlaku, tolong plis maksudnya gimanaa, sementara bintang 2 duluu yaa min",2
"Layanan Paylater tidak bisa, foto ktp jelas foto diri jelas, begitu dikirim, aplikasi bilang gagal, karena foto ktp dan foto selfi buram. Padahal sudah berkali kali pengajuan tetep saja diulang ulang, tetep ga bisa. Aplikasi gimana ini, masa foto ktp sama foto selfi buram. Mungkin buram uangnya, bunga tinggi teror sering.",1
"Kalau gak niat bikin promo gak usah. Gajelas bgt, ngasih voucher diskon 50% akun baru, pas udh di chek out langsung dibatalkan otomatis. Langsung uninstall apk gajelass, mending pf sebelah lebih amanah dan jelas. Sick!",1
sangat muda bayar transaksi via saldo dana,5
Saya sudah update masa suruh update lagi,4
"dibatalkan sistem terus, barang tidak bisa dibeli",1
"Tampilan diskon agak mengganggu sih.. Soalnya diklik harganya jadi beda. Mending tampilan harga sebenarnya aja, toh juga diskon pake vocer. Diskon pas cekout lebih nyenengin, karena udah harga final.",4
Kurang mantap,1
"Saya menyesal menggunakan Tokopedia. Saya tidak pernah telat membayar Tokopedia Paylater, tetapi limitnya malah menghilang dan tidak bisa digunakan sama sekali.",1
"Paylater toko pedia tempo sebulan, bukan 30 hari, tapi 24 hari. Dan bunga besar. Jadi malas belanja di toko pedia. Sudah harga² mahal, bunga besar.",1
"Sayang fitur cod nya kurang.. kalo pun ada, belum jelas.. disinyalir ada jg seller yang punya niat tdk baik.. apakah karena terkait dgn tokonya yg juga ada pada platform TikTok.. belanja online di Tokopedia dan pembayaran melalui ewallet..kok bisa-bisanya yang minta tolong dibatalkan pembeliannya dari adminnya yg di TikTok.",2
"Overall oke sih tapi kenapa Tokopedia bekerjasama atau merekomendasikan ekspedisi yang tidak mementingkan kepuasan pelanggan, saran saya sih kedepannya Tokopedia pake ekspedisi yang jelas jelas bagus dan gercep, malu noh sama lazada yang pesen sekarang besok pagi dah sampe walaupun jaraknya ratusan KM",3
Penanganan komplain masih jelek. Pesanan saya hilang.ngajuin komplain gak ada solusi. Dr kurir suruh klaim ke toped.dari toped gak ada petunjuk klaim.,2
"Pengiriman lama , update pengiriman tidak ada ,dan kurir sicepat jg lama, mau komplen harus ada tanggal ,ribet trus lelet",1
"Kurir jangan pakai SiCepat, gua ulangin, jangan pakai SiCepat!!!!!!!!!!!",3
HERAN DEH PENGEMBALIAN DANA AJA SUSAH BGT ORDER DARI TGL 24 SAMPE SEKRG G SAMPE MALAH BARANG RUSAK...UDAH BENER PAKE GTL GANTI JNE RUGI KAN JADINYA...NYESEL BGT W ORDER KLO BGINI,1
Tolong untuk PayLeternya di Adakan dan Jangka waktunya bisa 6 sampai 12 Bulan ...,5
Bagus bangetttt,5
"Saya sebagai kurir mau memberikan masukan alangkah baiknya sistem COD di hapus saja karena banyak orang tidak tau tentang sistem COD, banyak kurir yg kena amarah org yg membeli sistem COD",3
tokopedia sangat bagus promo nya,5
"Makasih atas solusi nya, saya edit bintang nya lagi 🥰",5
"Belanja makin hemat mudah dan cepat, makasih banyak toko pedia... Semoga bisa mendapatkan ranking 1 diperbelanjaan dan retail",5
"Aneh tokopedia ini, toko yang melakukan penipuan tidak di tindak tegas, di report pun selalu gagal itu toko seperti dinlindungi, saya tidak akan menggunakan tokopedia lagi gunakan toko yang lain banyak.",1
good 😌,5
Ga rmeeee,1
"ok banget, recommended",5
good,5
Sudah bagus👌,5
bagus sekali buat belanja online lengkap produk berkualitas packing aman sampai tujuan,5
aplikasi nya lengkap,5
"GA PANTAS TOKOPEDIA DAPAT PENGHARGAAN PELAYANAN TEEBAIK,, PELAYANAN LELET RESPONNYA,, ,, CABUT TUUH SERTIFIKAT NYA,, GA LAYAK,, RESPON KONSUMEN AJA LAMA,,",1
Ekspedisi nya lelet semua cs nya juga sama ga jelas,1
Mahal sampainya lama,1
"Untuk sebuah online shop, Tokopedia lebih bisa diandalkan soal barang-barang yang di Shopee atau Lazada diblokir tapi opsi cash on delivery atau bayar di tempatnya masih relatif terbatas. Saran aja, untuk mainan seperti airsoftgun jangan ditiadain soalnya dulu di Lazada sama Shopee ada airsoft gun tapi dihilangin, mungkin karena penyalahgunaan atau apa gitu.",5
"belanja online termudah, banyak disccount dan terpercaya",5
Aplikasi eror gga bisa login,3
bagus banget,5
E commerce dengan ongkir terpelit luar Jabodetabek beda sama oren,3
mntep,5
"gk dapet promonya,,diskon casbacknya cuma pemanis buatan....gak bs diklaim",2
"Saya tambahkan Bintang, karena selalu update. Tetapi setalah update edisi 2025 kenapa pesan di inbox tidak bisa dihapus, kasih fitur hapus admin, biar tidak menumpuk",4
"Transaksi pake Qris ga guna malah rugi, di qrisnya udah sukses terkirim tapi di Tokopedia malah belum sukses disuruh bayar lagi. Mana uangnya ga kembali. Tokopedia kembalikan uangku!!! Ada ga email yang bisa dihubungi untuk memberikan bukti pembayaran & kerusakan di aplikasi Tokopedia?",1
Buruk udah beli di batalin sistem lalu voucher nggak bisa dipake,1
Sarang penipu,1
Tempat belanja yg buruk,1
"Tiba tiba pesanan di batalkan oleh sistem karena pesanan tidak sesuai aslinya sudah sesuai, pas mau lihat syarat dan ketentuan nya malah ga bisa",5
Kenapa Saldo Dana sya terpotong toko pedia Padahal Saya tdk Ada transaksi tokopedia,3
Kereeeen banget saldoku bisa dipakai,5
"ini gimana sih aku bayar pke metode qris trs gak diverifikasi distatusnya menunggu pembayaran padahal saldoku udh kepotong, trs kubatalinn saldony blm kembali trs gimana ini, mana duitku, aplikasi gak jelas banget, benerin dulu",1
"Murah,banyak voucher dan discount",5
lancar,5
"memuaskan, ditunggu diskonnya lagi",5
tidak bisa menangangi salah kirim kurir,1
"harusnya bayar ditempat jangan dibatas, kami susah yg tinggal dikampung",4
"Makin hari makin lama untuk estimasi pengiriman, tidak bisa fast report dari tokopedia ke pihak ekspedisi harus manual(lapor sendiri) jika ada kendala. Pihak aplikasi tidak memberikan layanan kepada pengguna jika itu masalah ekspedisi, hanya menggunakan bot. Costumer service juga bot doang, tidak pernah menyelesaikan masalah pengguna",1
Di bantu dong cara ngechat cs yg beneran dan bukan robot dimana ya susah banget ngehubungin tokped,3
good,5
Bagus dan ok tambah lagi bonus casbknya dan kalau bisa adain nonton video dafat coin coin yg bisa di tukar dengan uang atau pulsa.....,5
"Pedagang yg asal""an tolong di blok sj, merugikan konsumen, kita beli barang dgn ukuran yg berbeda, dikasih ukuran yg sama, jadi gk bisa buat kerja",1
kok punya saya ga bisa di cek out ya,2
sangat membantu,5
Tolong allfilen nya bisa di transafee ke dana,5
"sesuai pesanan, harga terjangkau, kualitas okk",5
aplikasi praktis dan sangat membantu saat mau belanja apapun 👍,5
ok,5
"Bikin capek voucher nya, sumpah. Dah beberapa kali mau check out pake voucher tapi nggk bisa dipakai. Terus kenapa dikasih opsi voucher yg bisa dipakai, sekalinya check out malah ga bisa. Mana disuruh check out tanpa voucher lagi. Yg bener kalo ngasih voucher, kasih tau juga kenapa voucher nya nggk bisa dipake buat check out. Bukannya malah nyuruh check out tanpa voucher. Pengen beli tapi malah bikin merasa ditipu begini bikin males belanja di toped lgi. Pantes kalah ama Shoope",1
"BUAGUSSS POLLLL BANYAK DISKON NYAA, GA NANGGUNG NANGGUNG DEH DISKON NYAAAA HUAAAA, W DOAIN MASUK SURGA DEHH YANG BUAT TOKPEDDDD🫶🏼🫶🏼💚💚💚💚",5
"CS lelet, aplikasi lemot",1
sangat bagus,5
"Saya sebagai seller sangat kecewa terhadap penahan dsna hasil penjualan sebesar 77 Juta dengan alasan keamanan data, Sudah di kirim sesuai data yang di minta hingga 2 hari berlalu belum masih ada perkembangan dan di chat melalui Tokopedia care belum ada yang berani menanggapi hanya di baca saja. Benar benar kecewa dengan sistem yang lamban dan terkesan mempersulit , penjualan semua selesai tampa ada nya komplain / retur barang dari pembeli TAPI Tokopedia dengan seenaknya menahan dana! KECEWA",1
"Bagus sih, cuman sayang gw ga pernah dapet promo nya😞",5
bagus,5
"Imi gemana,,masa gk bisa di klik pembayaran",5
"Cepat murah gratis ongkir,Mantab",5
mantap,4
"Bukan mau memberikan rating buruk sebenarnya namun, ada komplain tidak tanggap untuk di tanggapi dan saya order barang sudah transfer dan saldo berkurang namun transaksi tidak ada atau tidak ada transaksi apapun tapi saldo sudah berkuranh sangat sangat kecewa dengan tokopedia",1
bagus,5
"Biasanya bagus, tapi bener kalo cs kerja sangat lelet, ga ada keterangan maksimal waktu, pembeli diminta menunggu bahkan lebih dr 2 Minggu, sekelas official dan cs kerja seperti kuda, kalo ga di sambit dan di teror untuk di proses ga di lakuin!! So bad!! Latih cs nya!! Saya sudah coba hubungi yg di sampaikan dari live chat sampai hubungi penjual, namun sampai saat ini cs geblek ga bisa proses!! Rekrut karyawan yg mau kerja bener!! Kalo kaya gini cuma ngerugiin pembeli! Refund juga tidak mau!!",1
"Saya kecewa dengan menggunakan tokopedia pengiriman selalu lebih lama dan untuk sekarang yang saya dapatkan barang 2 hari hanya berputar2 dioper2 kurir sampai 3 jenis apakah karena saya menggunakan voucher potongan ongkir, sudah saatnya beralih dari tokopedia kalau seperti ini sangat buruk dalam",1
lumayan oke,5
"Kualitas ekspedisi buruk banget, hampir tiap belanja 3 hari masi di kota pengirim aja ga update update, ngga kaya oyen 2-3 hari mesti nyampe, mana diskon dikit bgt padahal udah langganan plus, dah lah nyelesaiin langganan habis trus hapus aplikasi...",1
teu asik deui,1
Memang Top dah. 👍👍👍,5
"Mau coba belanja pertama kali dengan toko pedia,belum sempet belanja tp kok aplikasi lelet amat bahkan mau membuka semua bank buat transaksi pembayaran tak bisa terbuka sudah beberapa kali saya ulangi tetap sama",1
TOKPED MANTAPPP,5
"Aplikasi lokal, kenapa tidak.",5
diskon dikit,2
sanga mantap pokox bagus lahh,5
Sangat mudah dalam berbelanja,5
Servernya lelet kaya bekicot....ganti mode lite,1
bagus,5
Selalu crash saat dibuka🤢,1
Makin sini makin ngaco aja ni tokped,1
"Tidak ada gratis ongkir, pelit, saya nanya ke cs nunggu 6 jam baru di jawab, ya keburu ilang vc nya gila! tolong pelayanan di tingkatkan, apalagi dengan respon cs-nya. jawab seadanya ga jelas langsung di end chat!",1
"Refund kurang memuaskan,proses pengembalian dananya lama.",3
"Baru pertama kali belanja di Tokopedia, tapi langsung zonk! Saya sudah bayar sesuai harga yang mereka pasang, eh malah dibatalkan sepihak karena kesalahan mereka sendiri. Tidak bertanggung jawab kasi solusi, mereka malah lepas tangan! Tokopedia pun, tidak membantu sama sekali. Kalau begini caranya, buat apa ada aturan harga kalau bisa seenaknya dibatalkan? Kecewa banget!",1
apk gajelas dikit dikit saldo refund dikit dikit saldo refund trus harus pake ktp emang yg beli orang dewasa semua ya lol?,1
simple dan cepat,5
ekpedisi anda lelet... Pengiriman lama.... Mending gua uninstal kapok belanja di toped. Mending pndah di toko sebelah terimakasih,1
mntul,5
pemotongan biyaya layanan reguler shop nya gede banget masa jual rp 200 rbu pajak nya 20 ribu yg di terima penjual jadi 180 rb lama2 di tinggal penjual kalo model nya kaya gini ga kaya sebelah potongan nya murah jujur sebagai penjual saya merasa keberatan,1
bagus.,5
Boleh nggak Tokopedia pake pengiriman Jasa SPX klu bisa ntar sya Full in bintangnya,2
Sangat2 baguss,5
mitra ekspedisinya kurang gercep alias LoLa,1
Penjual yang rata-rata menawari barang/produknya di tokped adalah orang jujur,5
Keren,5
sangat memuaskan,5
transaksi lebih mudah dan belanja tinggl tunggu d rumah barang nyampe,5
setiap aku membersihkan ada ini gaguin,1
asli murah murah,5
Cs lemot menjawab,1
"Ok, sudah cukup. Saya beralih ke marketplace lain, silahkan di fikir sendiri kesalahan kalian. Terima kasih",1
"Sy agak kecewa setelah update aplikasi tokped. Biasanya ada icon transaksi dibawah dimana ketika kita klik icon tsb, semua transaksi kita bisa lihat dan memberikan rating serta komentar. Setelah update, icon tsb digantikan dgn icon inbox. Bila sy ingin melihat semua transaksi sy, mesti klik akun lalu daftar transaksi. Menurut sy icon inbox ttp diatas spt sebelumnya. Terima kasih",2
"Sumpah pertama kali download Tokopedia udh langsung di buat kecewa pengiriman sangat lambat beda bngt sama shopee,shopee paling telat 3 hari Tokopedia klo blm sebulan GK nyampe nyampe padahal lokasi sangat dekat",1
Sorry bintang saya turunin hehee.. merepotkan pembeli.. Jauhh bgt dah ama Shopee.. Pengembalian Barang Nggak Repot kaya Toped.,1
Kreen,5
"Aplikasi yang sangat bagus! Tidak kalah murah dengan aplikasi sebelah, L*zad*, & Sh*pe*. Cukup nyaman. Semoga bisa terus dapat promo di Tokopedia!",5
ini pesan ke 2 semoga lancar seperti pesanan pertama,5
oke pertahankan dan tingkatkan layanan nya,5
baguussss,5
mntap,5
Tolong untuk proses investigasi barang hilang jangan terlalu lama.. saya kecewa kurir mengantar di tempat yg salah & tidak bertanggung jawab tiba2 membuat status pembelian di aplikaai *SELESAI* padahal saya belum menerima barang sama sekali.. padahal saya butuh urgent (masker) untuk kebutuhan pergi ke tempat umum & berujung saya beli ke minimarket.. dan sudah 1 minggu lebih belum ad progress dari tokopedia,1
mantap,5
saya kecewa karena tidak mendapatkan voucher pengguna baru. padahal saya download karena kata temen saya pengguna baru pasti dapat vouchernya. saya akan naikkan bintangnya kalau saya sebagai pengguna baru suda mendapatkan dan bisa menggunakan vouchernya. karena dari awal beberapa hari lalu saya daftar belum dapat² saya pikir memang harus menunggu tapi sampai sekarang tidak ada,1
mantap,5
Tokopedia semakin kesini semakin ngaco,1
"Aneh ditempat saya JNE baik² saja dan ontime, tapi ketika diarahkan ke kurir a**** . Pesan di hari yang sama, kota yang sama, JNE sudah sampai duluan ........., yang lewat A******. statusnya di hub sudah 3 hari ini......",4
Kadang gabisa buat bayar tagihan,1
terbaik,5
ok,5
"Pro Kadrun Bayar sesuai VA 60rb dan sukses dan setelahnya trx di batalkan oleh sistemnya dan dana di refund tapi gak utuh, kepotong 1000 untuk biaya layanan,kan aneh....yg batalin sistem tetep suruh bayar layanan Aplikasi Koplak kocak makanya sahamnya hancur nilainya",1
Tokopedia oke,5
"Aplikasi sampah komplain saya dibatalkan sistem Saldo refund ny jauh kali berkurang Saya buat komplain barang retur barang Penjual ga ad respon lagsung dibatalkan sistem, trus saldo refund ny ga sesuai Aplikasi sampah Saya kecewa sama Tokopedia dan reseller sampah",1
Sneh ktnya kasih voucher tuk pengguna baru lah kgk bisa di pke beli itu kgk bisa beli ini lgk bisa aneh,3
"Aplikasi makin aneh, skarang ga bisa kasih catatan dibarang yang mau dibeli, terus dichat nya ngasih notif aja, padahal sudah dibaca semua, tapi notif ga hilang2, untuk pembayaran udah bener sekarang maslah notif chat dan ga ada catatan di barang yang mau di beli, ayolah bukan makin baik aplikasi malah ga fun",3
mantap,5
Apk nya bagus tpi hrusnya ada foto bukti penerima paket gua ilang gmna ya solusi nya mana udh byar pake briva,2
"Bagus,barang nya sesuai,harganya sangat terjangkau,tapi tolong kurir nya yg cepat,biar barang tidak terlambat sampai tujuan",5
banyak banget diskon nya,5
pelayanan lama,1
"Dear team Tokopedia, saran saya untuk fitur reel iklan bisa opsional dimatikan, karena malah bikin lemot pas mau lihat deskripsi barang, awalnya Tokopedia andalan krn ringan & cepat pencarian barang, sekarang justru banyak bengong jd batal belanja",1
good job,5
Baik,5
Terjadi pembatalan sistem dan uang ku tidak ada pengembalian(uang ku hilang) app jelek tidak amanah,3
mantul,5
"Aplikasi nya baguss dan pengguna pertama dapet promo nggak kira"" bngettt barangnya sesuaii tapi kalau sudah di buat belanja ongkirnya lumayan tapii ttp okeyy😋😘",5
"Proses lama lelet, Pengiriman lama kurir lama lemot",1
ok,5
Tabungan emas saya kapan di cairkan nya tootttttt,1
Padahal tersedia cod kok gak bisa cod. bakan semua produk tidak bisa cod bug.,1
mntap,3
luar biasa,5
"Lemot banget buat transaksi BayarNya,.",1
okey banget,5
"Hati2 belanja diaplikasi ini, pastikan rekam jejak penjualnya, krn gak bisa komplain, walaupun dikirim barang busuk, platform yg sangat bagus buat penjual yg mau nipu",2
Chat Tokopedia care lama balas ... Mau berapa tahun balesnya.. padahal cuma mau verifikasi diri,1
Bagus,5
baru coba,3
Gak da promo ya makin susah,3
okeee,5
buruk sekali untuk retur barang,1
"Parah nihh Tokopedia berat banget apk nya, lemot nya minta ampun",1
pembayaran jadi lebih mudah,5
History chat kenapa tidak bisa di hapus yaa??,2
"banyak sekali toko yang sudah tutup. bagaimana caramu membersihkan toko2 yang sudah tutup? ini merepotkan sudah ditunggu lama pada ahirnya dibatalkan, karena toko sudah tdk aktif",1
"paket sy di puter kemana mana sampe 4 hari lebih, padahal masih 1 kota",2
👍🏻👍🏻👍🏻,5
wellll,5
bagus banget,5
Ok,5
"Fitur yg sekarang jadi ga bisa hapus chat,..",4
"banyak penjual scam/penipu, responnya sangat lambat, tidak membantu",1
baik,5
Jelekkk bgt skrg tokped gprnh ngasii promo.. Boncos bgtt,3
"lebih sederhana, lebih mudah, tidak terasa lemot.",5
